1
1,2
1,3
1,4
1,16
1,30
1,41
1,64
1,2,3
1,2,9
1,2,10
1,2,11
1,2,23
1,2,24
1,2,35
1,2,41
1,2,47
1,2,48
1,2,59
1,3,9
1,3,11
1,3,16
1,3,18
1,3,35
1,3,48
1,3,53
1,3,54
1,4,11
1,4,17
1,4,18
1,4,35
1,4,48
1,4,54
1,16,23
1,16,24
1,16,35
1,16,41
1,16,47
1,16,54
1,16,59
1,16,64
1,30,48
1,41,64
