1
3
1,26
1,3
1,7
1,31
1,12
1,35
1,13
1,18
3,8
3,13
1,26,3
1,26,7
1,26,12
1,26,13
1,26,18
1,3,7
1,3,31
1,3,8
1,3,12
1,3,35
1,3,13
1,3,17
1,3,39
1,3,18
1,3,2
1,3,27
1,3,22
1,7,12
1,7,35
1,7,17
1,7,39
1,7,18
1,31,12
1,31,17
1,31,18
1,12,22
1,35,22
1,13,18
1,13,22
3,8,13
3,8,18
