1
1,2
1,4
1,16
1,28
1,2,3
1,2,9
1,2,10
1,2,11
1,2,22
1,2,23
1,4,11
1,4,17
1,16,23
1,2,3,4
1,2,3,9
1,2,3,11
1,2,3,16
1,2,3,17
1,2,3,28
1,2,9,22
1,2,10,16
1,2,10,17
1,2,10,28
1,2,11,17
1,2,11,22
1,2,11,23
1,2,11,28
1,2,22,23
1,2,23,28
1,4,11,28
1,4,17,23
1,2,3,4,9
1,2,3,4,11
1,2,3,9,10
1,2,3,9,11
1,2,3,9,17
1,2,3,9,22
1,2,3,9,23
1,2,3,9,28
1,2,3,11,16
1,2,3,11,17
1,2,3,11,28
1,2,3,16,17
1,2,3,16,22
1,2,3,16,23
1,2,3,16,28
1,2,3,17,23
1,2,3,17,28
1,2,9,22,23
1,2,10,16,22
1,2,10,16,23
1,2,10,17,22
1,2,10,17,28
1,2,11,17,22
1,2,11,22,28
1,2,3,4,9,10
1,2,3,4,9,11
1,2,3,4,9,22
1,2,3,4,9,23
1,2,3,4,11,17
1,2,3,4,11,28
1,2,3,9,10,16
1,2,3,9,10,28
1,2,3,9,11,16
1,2,3,9,11,22
1,2,3,9,11,23
1,2,3,9,11,28
1,2,3,9,17,22
1,2,3,9,17,23
1,2,3,9,22,23
1,2,3,9,22,28
1,2,3,9,23,28
1,2,3,11,16,17
1,2,3,11,16,22
1,2,3,11,16,23
1,2,3,11,16,28
1,2,3,11,17,23
1,2,3,11,17,28
1,2,3,16,17,23
1,2,3,16,22,28
1,2,3,16,23,28
1,2,3,17,23,28
1,2,9,22,23,28
1,2,10,16,23,28
1,2,10,17,22,28
10,11,16,17,22,23,28
9,10,16,17,22,23,28
4,11,16,17,22,23,28
4,10,16,17,22,23,28
4,10,11,16,22,23,28
4,10,11,16,17,23,28
4,10,11,16,17,22,28
4,10,11,16,17,22,23
4,9,10,17,22,23,28
4,9,10,16,22,23,28
4,9,10,16,17,22,23
4,9,10,11,22,23,28
4,9,10,11,17,23,28
4,9,10,11,17,22,28
4,9,10,11,17,22,23
4,9,10,11,16,22,28
4,9,10,11,16,22,23
3,4,10,11,16,17,28
3,4,9,11,17,23,28
3,4,9,11,17,22,28
3,4,9,11,16,23,28
3,4,9,11,16,22,23
3,4,9,10,16,23,28
3,4,9,10,16,17,23
9,10,11,16,17,22,23,28
4,10,11,16,17,22,23,28
4,9,10,16,17,22,23,28
4,9,10,11,17,22,23,28
4,9,10,11,16,22,23,28
4,9,10,11,16,17,22,23
3,4,10,11,16,17,23,28
3,4,9,11,17,22,23,28
3,4,9,11,16,22,23,28
3,4,9,11,16,17,22,23
3,4,9,10,16,22,23,28
3,4,9,10,16,17,23,28
3,4,9,10,16,17,22,28
3,4,9,10,16,17,22,23
3,4,9,10,11,16,17,28
3,4,9,10,11,16,17,22
2,3,9,10,16,17,22,23
2,3,9,10,11,16,22,28
4,9,10,11,16,17,22,23,28
3,4,10,11,16,17,22,23,28
3,4,9,11,16,17,22,23,28
3,4,9,10,16,17,22,23,28
3,4,9,10,11,16,17,23,28
3,4,9,10,11,16,17,22,28
2,3,9,10,16,17,22,23,28
2,3,9,10,11,16,22,23,28
2,3,4,9,10,11,17,22,28
3,4,9,10,11,16,17,22,23,28
2,3,9,10,11,16,17,22,23,28
2,3,4,9,10,11,17,22,23,28
2,3,4,9,10,11,16,17,22,23
2,3,4,9,10,11,16,17,22,23,28
1,2,3,4,9,10,11,16,17,22,23,28
