1
1,2
1,4
1,5
1,7
1,9
1,10
1,12
1,13
1,2,3
1,2,4
1,2,6
1,2,7
1,2,8
1,2,9
1,2,13
1,2,14
1,2,17
1,2,18
1,2,21
1,2,22
1,2,23
1,2,26
1,2,27
1,2,29
1,4,7
1,4,9
1,4,10
1,4,11
1,4,12
1,4,15
1,4,17
1,4,18
1,4,19
1,4,20
1,4,21
1,5,7
1,5,9
1,5,10
1,7,10
1,7,11
1,7,13
1,7,14
1,7,20
1,7,23
1,7,27
1,9,19
1,9,20
1,9,25
1,10,13
1,10,17
1,12,13
1,12,27
1,13,30
