1
3
1,7
1,12
1,17
1,31
1,36
1,40
1,44
1,3
1,13
1,18
3,8
3,13
3,18
1,7,12
1,7,17
1,7,31
1,7,40
1,7,44
1,7,3
1,7,8
1,7,18
1,7,23
1,12,22
1,12,31
1,12,36
1,12,44
1,12,48
1,12,3
1,12,8
1,12,23
1,17,31
1,17,36
1,17,3
1,17,13
1,31,3
1,31,13
1,31,18
1,36,3
1,36,8
1,36,18
1,36,23
1,40,3
1,40,8
1,40,23
1,44,3
1,44,13
1,3,8
1,3,13
1,3,18
1,3,23
1,3,27
1,13,18
1,13,23
1,13,27
1,18,23
3,8,13
3,8,18
3,13,23

