1
1,2
1,12
1,13
1,30
1,2,12
1,2,3
1,2,8
1,2,17
1,2,21
1,2,26
1,12,21
1,12,26
1,13,26
1,2,12,7
1,2,12,3
1,2,12,8
1,2,12,21
1,2,12,26
1,2,12,22
1,2,3,17
1,2,8,13
1,2,8,17
1,2,8,30
1,2,17,21
1,2,17,26
1,2,21,26
1,2,21,22
1,2,21,30
1,2,26,30
1,12,21,30
1,12,26,22
1,2,12,7,3
1,2,12,7,21
1,2,12,3,8
1,2,12,3,13
1,2,12,3,17
1,2,12,3,21
1,2,12,3,26
1,2,12,3,30
1,2,12,8,17
1,2,12,8,21
1,2,12,8,26
1,2,12,8,22
1,2,12,8,30
1,2,12,21,26
1,2,12,21,22
1,2,12,21,30
1,2,12,26,22
1,2,3,17,26
1,2,8,13,17
1,2,8,13,26
1,2,8,17,22
1,2,8,17,30
1,2,17,21,22
1,2,17,21,30
1,2,12,7,3,8
1,2,12,7,3,17
1,2,12,7,3,21
1,2,12,7,3,26
1,2,12,7,21,26
1,2,12,7,21,30
1,2,12,3,8,13
1,2,12,3,8,17
1,2,12,3,8,26
1,2,12,3,8,22
1,2,12,3,8,30
1,2,12,3,13,26
1,2,12,3,17,21
1,2,12,3,17,26
1,2,12,3,17,30
1,2,12,3,21,30
1,2,12,3,26,30
1,2,12,8,17,21
1,2,12,8,17,26
1,2,12,8,17,22
1,2,12,8,21,30
1,2,12,8,26,22
1,2,12,8,26,30
1,2,12,8,22,30
1,2,12,21,26,22
1,2,12,21,26,30
1,2,12,21,22,30
1,2,3,17,26,30
1,2,8,13,26,30
1,2,8,17,22,30
8,13,17,21,26,22,30
3,8,13,17,26,22,30
7,13,17,21,26,22,30
7,8,17,21,26,22,30
7,8,13,21,26,22,30
7,8,13,17,26,22,30
7,8,13,17,21,22,30
7,8,13,17,21,26,22
7,3,13,21,26,22,30
7,3,13,17,26,22,30
7,3,13,17,21,22,30
7,3,13,17,21,26,30
7,3,13,17,21,26,22
7,3,8,13,17,22,30
7,3,8,13,17,26,30
7,3,8,13,17,26,22
7,3,8,13,17,21,30
12,7,8,13,21,22,30
12,7,3,21,26,22,30
12,7,3,17,21,22,30
12,7,3,13,21,26,30
12,7,3,13,21,26,22
12,7,3,8,13,26,30
12,7,3,8,13,26,22
3,8,13,17,21,26,22,30
7,8,13,17,21,26,22,30
7,3,13,17,21,26,22,30
7,3,8,13,17,26,22,30
7,3,8,13,17,21,22,30
7,3,8,13,17,21,26,30
12,7,8,13,21,26,22,30
12,7,3,17,21,26,22,30
12,7,3,13,21,26,22,30
12,7,3,13,17,21,26,22
12,7,3,8,13,26,22,30
12,7,3,8,13,21,22,30
12,7,3,8,13,17,22,30
12,7,3,8,13,17,26,30
12,7,3,8,13,17,26,22
12,7,3,8,13,17,21,22
2,7,3,8,13,17,26,22
2,7,3,8,13,17,21,30
7,3,8,13,17,21,26,22,30
12,7,8,13,17,21,26,22,30
12,7,3,13,17,21,26,22,30
12,7,3,8,13,21,26,22,30
12,7,3,8,13,17,26,22,30
12,7,3,8,13,17,21,22,30
2,7,3,8,13,17,26,22,30
2,7,3,8,13,17,21,22,30
2,12,7,3,8,17,21,22,30
12,7,3,8,13,17,21,26,22,30
2,7,3,8,13,17,21,26,22,30
2,12,7,3,8,17,21,26,22,30
2,12,7,3,8,13,17,21,26,22
2,12,7,3,8,13,17,21,26,22,30
1,2,12,7,3,8,13,17,21,26,22,30
