1
1,2
1,6
1,7
1,20
1,2,3
1,2,6
1,2,10
1,2,11
1,2,12
1,2,16
1,2,18
1,2,22
1,6,19
1,6,20
1,7,8
1,7,15
1,7,16
1,7,17
1,7,20
1,20,22
